State,Year,Quater,District,Users
Jharkhand,2019,2,godda district,54586
Jharkhand,2019,2,deoghar district,115129
Jharkhand,2019,2,palamu district,109508
Jharkhand,2019,2,latehar district,28215
Jharkhand,2019,2,west singhbhum district,53382
Jharkhand,2019,2,pakur district,22184
Jharkhand,2019,2,lohardaga district,18787
Jharkhand,2019,2,sahebganj district,39201
Jharkhand,2019,2,giridih district,140800
Jharkhand,2019,2,bokaro district,263361
Jharkhand,2019,3,ramgarh district,119804
Jharkhand,2019,3,ranchi district,495155
Jharkhand,2019,3,east singhbhum district,329319
Jharkhand,2019,3,jamtara district,44605
Jharkhand,2019,3,dumka district,54795
Jharkhand,2019,3,koderma district,67920
Jharkhand,2019,3,hazaribagh district,196452
Jharkhand,2019,3,simdega district,12955
Jharkhand,2019,3,garhwa district,65981
Jharkhand,2019,3,saraikela kharsawan district,101247
Jharkhand,2019,3,gumla district,26048
Jharkhand,2019,3,chatra district,50825
Jharkhand,2019,3,khunti district,16486
Jharkhand,2019,3,dhanbad district,388528
Jharkhand,2019,3,godda district,60653
Jharkhand,2019,3,deoghar district,132603
Jharkhand,2019,3,palamu district,123609
Jharkhand,2019,3,latehar district,32061
Jharkhand,2019,3,west singhbhum district,60358
Jharkhand,2019,3,pakur district,25013
Jharkhand,2019,3,lohardaga district,21242
Jharkhand,2019,3,sahebganj district,43911
Jharkhand,2019,3,giridih district,155689
Jharkhand,2019,3,bokaro district,290252
Jharkhand,2019,4,ramgarh district,134423
Jharkhand,2019,4,ranchi district,548293
Jharkhand,2019,4,east singhbhum district,364379
Jharkhand,2019,4,jamtara district,53422
Jharkhand,2019,4,dumka district,62129
Jharkhand,2019,4,koderma district,75718
Jharkhand,2019,4,hazaribagh district,222038
Jharkhand,2019,4,simdega district,15055
Jharkhand,2019,4,garhwa district,76320
Jharkhand,2019,4,saraikela kharsawan district,112827
Jharkhand,2019,4,gumla district,30074
Jharkhand,2019,4,chatra district,58784
Jharkhand,2019,4,khunti district,18867
Jharkhand,2019,4,dhanbad district,436201
Jharkhand,2019,4,godda district,68844
Jharkhand,2019,4,deoghar district,155132
Jharkhand,2019,4,palamu district,141817
Jharkhand,2019,4,latehar district,37036
Jharkhand,2019,4,west singhbhum district,68537
Jharkhand,2019,4,pakur district,28972
Jharkhand,2019,4,lohardaga district,24330
Jharkhand,2019,4,sahebganj district,49836
Jharkhand,2019,4,giridih district,175648
Jharkhand,2019,4,bokaro district,322689
Jharkhand,2020,1,ramgarh district,149467
Jharkhand,2020,1,ranchi district,602664
Jharkhand,2020,1,east singhbhum district,398663
Jharkhand,2020,1,jamtara district,62283
Jharkhand,2020,1,dumka district,69852
Jharkhand,2020,1,koderma district,84331
Jharkhand,2020,1,hazaribagh district,248710
Jharkhand,2020,1,simdega district,17525
Jharkhand,2020,1,garhwa district,87607
Jharkhand,2020,1,saraikela kharsawan district,124479
Jharkhand,2020,1,gumla district,34702
Jharkhand,2020,1,chatra district,67305
Jharkhand,2020,1,khunti district,21442
Jharkhand,2020,1,dhanbad district,479075
Jharkhand,2020,1,godda district,77305
Jharkhand,2020,1,deoghar district,179746
Jharkhand,2020,1,palamu district,161215
Jharkhand,2020,1,latehar district,42321
Jharkhand,2020,1,west singhbhum district,77335
Jharkhand,2020,1,pakur district,33331
Jharkhand,2020,1,lohardaga district,27627
Jharkhand,2020,1,sahebganj district,56249
Jharkhand,2020,1,giridih district,195939
Jharkhand,2020,1,bokaro district,352220
Jharkhand,2020,2,ramgarh district,165378
Jharkhand,2020,2,ranchi district,658759
Jharkhand,2020,2,east singhbhum district,434360
Jharkhand,2020,2,jamtara district,73046
Jharkhand,2020,2,dumka district,80010
Jharkhand,2020,2,koderma district,94012
Jharkhand,2020,2,hazaribagh district,276976
Jharkhand,2020,2,simdega district,20958
Jharkhand,2020,2,garhwa district,100688
Jharkhand,2020,2,saraikela kharsawan district,136923
Jharkhand,2020,2,gumla district,40978
Jharkhand,2020,2,chatra district,77456
Jharkhand,2020,2,khunti district,25097
Jharkhand,2020,2,dhanbad district,519732
Jharkhand,2020,2,godda district,88221
Jharkhand,2020,2,deoghar district,210740
Jharkhand,2020,2,palamu district,183579
Jharkhand,2020,2,latehar district,48794
Jharkhand,2020,2,west singhbhum district,88090
Jharkhand,2020,2,pakur district,38861
Jharkhand,2020,2,lohardaga district,31965
Jharkhand,2020,2,sahebganj district,64796
Jharkhand,2020,2,giridih district,220721
Jharkhand,2020,2,bokaro district,380895
Jharkhand,2020,3,ramgarh district,182149
Jharkhand,2020,3,ranchi district,722352
Jharkhand,2020,3,east singhbhum district,476881
Jharkhand,2020,3,jamtara district,82584
Jharkhand,2020,3,dumka district,88903
Jharkhand,2020,3,koderma district,103523
Jharkhand,2020,3,hazaribagh district,306623
Jharkhand,2020,3,simdega district,24233
Jharkhand,2020,3,garhwa district,112486
Jharkhand,2020,3,saraikela kharsawan district,150480
Jharkhand,2020,3,gumla district,46938
Jharkhand,2020,3,chatra district,86445
Jharkhand,2020,3,khunti district,28530
Jharkhand,2020,3,dhanbad district,564484
Jharkhand,2020,3,godda district,98410
Jharkhand,2020,3,deoghar district,238221
Jharkhand,2020,3,palamu district,204809
Jharkhand,2020,3,latehar district,54768
Jharkhand,2020,3,west singhbhum district,98640
Jharkhand,2020,3,pakur district,44056
Jharkhand,2020,3,lohardaga district,36103
Jharkhand,2020,3,sahebganj district,73039
Jharkhand,2020,3,giridih district,242810
Jharkhand,2020,3,bokaro district,412560
Jharkhand,2020,4,ramgarh district,199908
Jharkhand,2020,4,ranchi district,791146
Jharkhand,2020,4,east singhbhum district,520692
Jharkhand,2020,4,jamtara district,90255
Jharkhand,2020,4,dumka district,98398
Jharkhand,2020,4,koderma district,113832
Jharkhand,2020,4,hazaribagh district,337622
Jharkhand,2020,4,simdega district,27521
Jharkhand,2020,4,garhwa district,125297
Jharkhand,2020,4,saraikela kharsawan district,165120
Jharkhand,2020,4,gumla district,52706
Jharkhand,2020,4,chatra district,96589
Jharkhand,2020,4,khunti district,31920
Jharkhand,2020,4,dhanbad district,614521
Jharkhand,2020,4,godda district,108334
Jharkhand,2020,4,deoghar district,261144
Jharkhand,2020,4,palamu district,227735
Jharkhand,2020,4,latehar district,61376
Jharkhand,2020,4,west singhbhum district,109565
Jharkhand,2020,4,pakur district,49145
Jharkhand,2020,4,lohardaga district,40149
Jharkhand,2020,4,sahebganj district,81607
Jharkhand,2020,4,giridih district,266388
Jharkhand,2020,4,bokaro district,446968
Jharkhand,2021,1,ramgarh district,216188
Jharkhand,2021,1,ranchi district,853943
Jharkhand,2021,1,east singhbhum district,560083
Jharkhand,2021,1,jamtara district,97127
Jharkhand,2021,1,dumka district,106316
Jharkhand,2021,1,koderma district,123296
Jharkhand,2021,1,hazaribagh district,366460
Jharkhand,2021,1,simdega district,30003
Jharkhand,2021,1,garhwa district,136634
Jharkhand,2021,1,saraikela kharsawan district,177952
Jharkhand,2021,1,gumla district,57454
Jharkhand,2021,1,chatra district,105135
Jharkhand,2021,1,khunti district,34728
Jharkhand,2021,1,dhanbad district,661077
Jharkhand,2021,1,godda district,117166
Jharkhand,2021,1,deoghar district,281799
Jharkhand,2021,1,palamu district,247954
Jharkhand,2021,1,latehar district,66756
Jharkhand,2021,1,west singhbhum district,118302
Jharkhand,2021,1,pakur district,53417
Jharkhand,2021,1,lohardaga district,43640
Jharkhand,2021,1,sahebganj district,88783
Jharkhand,2021,1,giridih district,288800
Jharkhand,2021,1,bokaro district,480036
Jharkhand,2021,2,ramgarh district,231819
Jharkhand,2021,2,ranchi district,913972
Jharkhand,2021,2,east singhbhum district,598988
Jharkhand,2021,2,jamtara district,104479
Jharkhand,2021,2,dumka district,114356
Jharkhand,2021,2,koderma district,132641
Jharkhand,2021,2,hazaribagh district,393223
Jharkhand,2021,2,simdega district,32588
Jharkhand,2021,2,garhwa district,147560
Jharkhand,2021,2,saraikela kharsawan district,190784
Jharkhand,2021,2,gumla district,62413
Jharkhand,2021,2,chatra district,113517
Jharkhand,2021,2,khunti district,37571
Jharkhand,2021,2,dhanbad district,707255
Jharkhand,2021,2,godda district,125926
Jharkhand,2021,2,deoghar district,302724
Jharkhand,2021,2,palamu district,267081
Jharkhand,2021,2,latehar district,72198
Jharkhand,2021,2,west singhbhum district,127433
Jharkhand,2021,2,pakur district,57693
Jharkhand,2021,2,lohardaga district,47186
Jharkhand,2021,2,sahebganj district,95632
Jharkhand,2021,2,giridih district,311161
Jharkhand,2021,2,bokaro district,513303
Jharkhand,2021,3,ramgarh district,250016
Jharkhand,2021,3,ranchi district,982147
Jharkhand,2021,3,east singhbhum district,642805
Jharkhand,2021,3,jamtara district,113199
Jharkhand,2021,3,dumka district,124101
Jharkhand,2021,3,koderma district,143395
Jharkhand,2021,3,hazaribagh district,424328
Jharkhand,2021,3,simdega district,35666
Jharkhand,2021,3,garhwa district,160500
Jharkhand,2021,3,saraikela kharsawan district,205625
Jharkhand,2021,3,gumla district,68433
Jharkhand,2021,3,chatra district,123490
Jharkhand,2021,3,khunti district,41000
Jharkhand,2021,3,dhanbad district,759888
Jharkhand,2021,3,godda district,136332
Jharkhand,2021,3,deoghar district,327586
Jharkhand,2021,3,palamu district,289617
Jharkhand,2021,3,latehar district,78586
Jharkhand,2021,3,west singhbhum district,138137
Jharkhand,2021,3,pakur district,62824
Jharkhand,2021,3,lohardaga district,51347
Jharkhand,2021,3,sahebganj district,103775
Jharkhand,2021,3,giridih district,337529
Jharkhand,2021,3,bokaro district,551517
Jharkhand,2021,4,ramgarh district,267710
Jharkhand,2021,4,ranchi district,1050479
Jharkhand,2021,4,east singhbhum district,686766
Jharkhand,2021,4,jamtara district,121635
Jharkhand,2021,4,dumka district,133647
Jharkhand,2021,4,koderma district,153951
Jharkhand,2021,4,hazaribagh district,455411
Jharkhand,2021,4,simdega district,38803
Jharkhand,2021,4,garhwa district,173273
Jharkhand,2021,4,saraikela kharsawan district,220378
Jharkhand,2021,4,gumla district,74184
Jharkhand,2021,4,chatra district,133013
Jharkhand,2021,4,khunti district,44343
Jharkhand,2021,4,dhanbad district,812467
Jharkhand,2021,4,godda district,146344
Jharkhand,2021,4,deoghar district,351728
Jharkhand,2021,4,palamu district,311702
Jharkhand,2021,4,latehar district,84949
Jharkhand,2021,4,west singhbhum district,148470
Jharkhand,2021,4,pakur district,67735
Jharkhand,2021,4,lohardaga district,55415
Jharkhand,2021,4,sahebganj district,111603
Jharkhand,2021,4,giridih district,362829
Jharkhand,2021,4,bokaro district,589361
Jharkhand,2022,1,ramgarh district,284993
Jharkhand,2022,1,ranchi district,1115386
Jharkhand,2022,1,east singhbhum district,728043
Jharkhand,2022,1,jamtara district,129831
Jharkhand,2022,1,dumka district,142767
Jharkhand,2022,1,koderma district,164357
Jharkhand,2022,1,hazaribagh district,485388
Jharkhand,2022,1,simdega district,41596
Jharkhand,2022,1,garhwa district,186055
Jharkhand,2022,1,saraikela kharsawan district,234284
Jharkhand,2022,1,gumla district,79572
Jharkhand,2022,1,chatra district,142601
Jharkhand,2022,1,khunti district,47381
Jharkhand,2022,1,dhanbad district,862955
Jharkhand,2022,1,godda district,156522
Jharkhand,2022,1,deoghar district,375345
Jharkhand,2022,1,palamu district,333409
Jharkhand,2022,1,latehar district,91046
Jharkhand,2022,1,west singhbhum district,158559
Jharkhand,2022,1,pakur district,72474
Jharkhand,2022,1,lohardaga district,59387
Jharkhand,2022,1,sahebganj district,119193
Jharkhand,2022,1,giridih district,387949
Jharkhand,2022,1,bokaro district,626182
Jharkhand,2022,2,ramgarh district,301481
Jharkhand,2022,2,ranchi district,1176707
Jharkhand,2022,2,east singhbhum district,767451
Jharkhand,2022,2,jamtara district,137308
Jharkhand,2022,2,dumka district,150959
Jharkhand,2022,2,koderma district,174032
Jharkhand,2022,2,hazaribagh district,513316
Jharkhand,2022,2,simdega district,43976
Jharkhand,2022,2,garhwa district,197920
Jharkhand,2022,2,saraikela kharsawan district,247346
Jharkhand,2022,2,gumla district,84189
Jharkhand,2022,2,chatra district,151181
Jharkhand,2022,2,khunti district,50173
Jharkhand,2022,2,dhanbad district,910885
Jharkhand,2022,2,godda district,165751
Jharkhand,2022,2,deoghar district,397542
Jharkhand,2022,2,palamu district,353653
Jharkhand,2022,2,latehar district,96644
Jharkhand,2022,2,west singhbhum district,167576
Jharkhand,2022,2,pakur district,76800
Jharkhand,2022,2,lohardaga district,62940
Jharkhand,2022,2,sahebganj district,126207
Jharkhand,2022,2,giridih district,411014
Jharkhand,2022,2,bokaro district,661123
Jharkhand,2022,3,ramgarh district,318524
Jharkhand,2022,3,ranchi district,1240013
Jharkhand,2022,3,east singhbhum district,808077
Jharkhand,2022,3,jamtara district,144946
Jharkhand,2022,3,dumka district,159000
Jharkhand,2022,3,koderma district,184029
Jharkhand,2022,3,hazaribagh district,542145
Jharkhand,2022,3,simdega district,46267
Jharkhand,2022,3,garhwa district,209835
Jharkhand,2022,3,saraikela kharsawan district,260605
Jharkhand,2022,3,gumla district,88627
Jharkhand,2022,3,chatra district,159669
Jharkhand,2022,3,khunti district,52686
Jharkhand,2022,3,dhanbad district,961257
Jharkhand,2022,3,godda district,175220
Jharkhand,2022,3,deoghar district,420404
Jharkhand,2022,3,palamu district,374369
Jharkhand,2022,3,latehar district,101957
Jharkhand,2022,3,west singhbhum district,176299
Jharkhand,2022,3,pakur district,81030
Jharkhand,2022,3,lohardaga district,66559
Jharkhand,2022,3,sahebganj district,133412
Jharkhand,2022,3,giridih district,434250
Jharkhand,2022,3,bokaro district,697249
Jharkhand,2022,4,ramgarh district,334310
Jharkhand,2022,4,ranchi district,1301412
Jharkhand,2022,4,east singhbhum district,847360
Jharkhand,2022,4,jamtara district,151622
Jharkhand,2022,4,dumka district,165890
Jharkhand,2022,4,koderma district,193342
Jharkhand,2022,4,hazaribagh district,569551
Jharkhand,2022,4,simdega district,48059
Jharkhand,2022,4,garhwa district,220098
Jharkhand,2022,4,saraikela kharsawan district,272780
Jharkhand,2022,4,gumla district,92238
Jharkhand,2022,4,chatra district,167214
Jharkhand,2022,4,khunti district,54760
Jharkhand,2022,4,dhanbad district,1009397
Jharkhand,2022,4,godda district,183602
Jharkhand,2022,4,deoghar district,441349
Jharkhand,2022,4,palamu district,393187
Jharkhand,2022,4,latehar district,106524
Jharkhand,2022,4,west singhbhum district,183896
Jharkhand,2022,4,pakur district,84785
Jharkhand,2022,4,lohardaga district,69683
Jharkhand,2022,4,sahebganj district,139992
Jharkhand,2022,4,giridih district,454873
Jharkhand,2022,4,bokaro district,731714
Karnataka,2018,1,mysuru district,150799
Karnataka,2018,1,chitradurga district,41656
Karnataka,2018,1,kalaburagi district,81933
Karnataka,2018,1,ramanagara district,47100
Karnataka,2018,1,mandya district,50951
Karnataka,2018,1,kodagu district,14783
Karnataka,2018,1,chikkamagaluru district,32240
Karnataka,2018,1,haveri district,33262
Karnataka,2018,1,ballari district,103566
Karnataka,2018,1,belagavi district,140320
Karnataka,2018,1,kolar district,60498
Karnataka,2018,1,uttara kannada district,48635
Karnataka,2018,1,tumakuru district,82955
Karnataka,2018,1,yadgir district,21121
Karnataka,2018,1,bengaluru urban district,1922368
Karnataka,2018,1,chikkaballapura district,43074
Karnataka,2018,1,davanagere district,68178
Karnataka,2018,1,bagalkote district,63460
Karnataka,2018,1,vijayapura district,68814
Karnataka,2018,1,koppal district,34963
Karnataka,2018,1,bidar district,58446
Karnataka,2018,1,bengaluru rural district,87955
Karnataka,2018,1,raichur district,58544
Karnataka,2018,1,chamarajanagara district,17398
Karnataka,2018,1,dakshina kannada district,87491
Karnataka,2018,1,hassan district,51642
Karnataka,2018,1,dharwad district,106877
Karnataka,2018,1,shivamogga district,60797
Karnataka,2018,1,udupi district,49362
Karnataka,2018,1,gadag district,28575
Karnataka,2018,2,mysuru district,205044
Karnataka,2018,2,chitradurga district,59180
Karnataka,2018,2,kalaburagi district,113205
Karnataka,2018,2,ramanagara district,66427
Karnataka,2018,2,mandya district,71274
Karnataka,2018,2,kodagu district,20698
Karnataka,2018,2,chikkamagaluru district,45442
Karnataka,2018,2,haveri district,47272
Karnataka,2018,2,ballari district,140995
Karnataka,2018,2,belagavi district,194698
Karnataka,2018,2,kolar district,84688
Karnataka,2018,2,uttara kannada district,65063
Karnataka,2018,2,tumakuru district,116855
Karnataka,2018,2,yadgir district,30466
Karnataka,2018,2,bengaluru urban district,2553312
Karnataka,2018,2,chikkaballapura district,59818
Karnataka,2018,2,davanagere district,94405
Karnataka,2018,2,bagalkote district,86717
Karnataka,2018,2,vijayapura district,95448
Karnataka,2018,2,koppal district,48604
Karnataka,2018,2,bidar district,79155
Karnataka,2018,2,bengaluru rural district,121048
Karnataka,2018,2,raichur district,81353
Karnataka,2018,2,chamarajanagara district,24920
Karnataka,2018,2,dakshina kannada district,118271
Karnataka,2018,2,hassan district,73330
Karnataka,2018,2,dharwad district,144884
Karnataka,2018,2,shivamogga district,83122
Karnataka,2018,2,udupi district,65245
Karnataka,2018,2,gadag district,39726
Karnataka,2018,3,mysuru district,262075
Karnataka,2018,3,chitradurga district,77743
Karnataka,2018,3,kalaburagi district,145495
Karnataka,2018,3,ramanagara district,86752
Karnataka,2018,3,mandya district,94630
Karnataka,2018,3,kodagu district,27661
Karnataka,2018,3,chikkamagaluru district,59911
Karnataka,2018,3,haveri district,62080
Karnataka,2018,3,ballari district,177311
Karnataka,2018,3,belagavi district,252307
Karnataka,2018,3,kolar district,110883
Karnataka,2018,3,uttara kannada district,83866
Karnataka,2018,3,tumakuru district,154217
Karnataka,2018,3,yadgir district,40716
Karnataka,2018,3,bengaluru urban district,3167597
Karnataka,2018,3,chikkaballapura district,78717
Karnataka,2018,3,davanagere district,120506
Karnataka,2018,3,bagalkote district,110608
Karnataka,2018,3,vijayapura district,124561
Karnataka,2018,3,koppal district,62937
Karnataka,2018,3,bidar district,102087
Karnataka,2018,3,bengaluru rural district,156268
